SITE,SD_code,Notes,Recorders
23,12,31,MUP/HLW
23,12,42,MUP/HLW
23,12,43,MUP/HLW
23,12,79,MUP/HLW
23,12,94,MUP/HLW
23,12,114,MUP/HLW
23,13,7,MUP/HLW
23,13,11,MUP/HLW
23,13,16,MUP/HLW
23,13,25,MUP/HLW
23,13,31,MUP/HLW
23,13,43,MUP/HLW
23,13,49,MUP/HLW
23,13,79,MUP/HLW
23,13,94,MUP/HLW
23,14,7,MUP/HLW
23,14,11,MUP/HLW
23,14,16,MUP/HLW
23,14,18,MUP/HLW
23,14,20,MUP/HLW
23,14,25,MUP/HLW
23,14,43,MUP/HLW
23,14,49,MUP/HLW
23,14,75,MUP/HLW
23,14,76,MUP/HLW
23,14,81,MUP/HLW
23,14,94,MUP/HLW
23,14,121,MUP/HLW
23,15,5,MUP/HLW
23,15,6,MUP/HLW
23,15,7,MUP/HLW
23,15,10,MUP/HLW
23,15,16,MUP/HLW
23,15,18,MUP/HLW
23,15,20,MUP/HLW
23,15,25,MUP/HLW
23,15,31,MUP/HLW
23,15,38,MUP/HLW
23,15,42,MUP/HLW
23,15,43,MUP/HLW
23,15,75,MUP/HLW
23,15,79,MUP/HLW
23,15,105,MUP/HLW
23,15,113,MUP/HLW
23,16,5,MUP/HLW
23,16,6,MUP/HLW
23,16,7,MUP/HLW
23,16,16,MUP/HLW
23,16,20,MUP/HLW
23,16,25,MUP/HLW
23,16,38,MUP/HLW
23,16,43,MUP/HLW
23,16,121,MUP/HLW
26,3,,
26,5,,
26,6,,
26,8,,
26,10,,
26,11,,
26,13,,
26,16,,
26,19,,
26,21,,
26,30,,
26,34,,
26,36,,
26,41,,
26,43,,
26,44,,
26,45,,
26,49,,
26,50,,
26,51,,
26,52,,
26,53,,
26,54,,
26,55,,
26,56,,
26,57,,
26,58,,
26,59,,
26,61,,
26,62,,
26,64,,
26,66,,
26,69,,
26,73,,
26,74,,
26,84,,
26,87,,
26,88,,
26,89,,
26,91,,
26,94,,
26,96,,
26,99,,
26,103,,
26,107,,
26,108,,
26,114,,
26,115,,
26,116,,
26,127,,
26,133,,
26,136,,
26,141,,
26,143,,
26,144,,
26,145,,
26,148,,
26,151,,
26,153,,
26,156,,
26,167,,
26,168,,
26,170,,
26,172,,
26,180,,
26,181,,
26,183,,
26,185,,
26,187,,
26,188,,
26,190,,
26,191,,
26,192,,
26,193,,
26,196,,
26,197,,
26,199,,
26,202,,
26,206,,
26,207,,
26,221,,
26,222,,
26,234,,
26,239,,
27,8,,MK/BW
27,9,,MK/BW
27,12,,MK/BW
27,13,,MK/BW
27,16,,MK/BW
27,24,,MK/BW
27,30,,MK/BW
27,34,,MK/BW
27,39,,MK/BW
27,43,,MK/BW
27,45,,MK/BW
27,49,,MK/BW
27,50,,MK/BW
27,51,,MK/BW
27,52,,MK/BW
27,53,,MK/BW
27,54,,MK/BW
27,55,,MK/BW
27,56,,MK/BW
27,57,,MK/BW
27,58,,MK/BW
27,59,,MK/BW
27,61,,MK/BW
27,62,,MK/BW
27,64,,MK/BW
27,68,,MK/BW
27,69,,MK/BW
27,71,,MK/BW
27,73,,MK/BW
27,88,,MK/BW
27,102,,MK/BW
27,105,,MK/BW
27,114,,MK/BW
27,117,,MK/BW
27,131,,MK/BW
27,132,,MK/BW
27,136,,MK/BW
27,138,,MK/BW
27,141,,MK/BW
27,144,,MK/BW
27,148,,MK/BW
27,156,,MK/BW
27,157,,MK/BW
27,158,,MK/BW
27,167,,MK/BW
27,168,,MK/BW
27,170,,MK/BW
27,176,,MK/BW
27,183,,MK/BW
27,189,,MK/BW
27,195,,MK/BW
27,199,,MK/BW
27,206,,MK/BW
27,207,,MK/BW
27,213,,MK/BW
27,215,,MK/BW
27,221,,MK/BW
27,228,,MK/BW
27,229,,MK/BW
27,230,,MK/BW
27,234,,MK/BW
29,5,,MK/BW
29,7,,MK/BW
29,8,,MK/BW
29,9,,MK/BW
29,13,,MK/BW
29,11,,MK/BW
29,15,,MK/BW
29,16,,MK/BW
29,17,,MK/BW
29,18,,MK/BW
29,30,,MK/BW
29,32,,MK/BW
29,33,,MK/BW
29,34,,MK/BW
29,36,,MK/BW
29,39,,MK/BW
29,40,,MK/BW
29,43,,MK/BW
29,45,,MK/BW
29,47,,MK/BW
29,49,,MK/BW
29,50,,MK/BW
29,51,,MK/BW
29,52,,MK/BW
29,53,,MK/BW
29,54,,MK/BW
29,55,,MK/BW
29,58,,MK/BW
29,59,,MK/BW
29,61,,MK/BW
29,62,,MK/BW
29,68,,MK/BW
29,69,,MK/BW
29,70,,MK/BW
29,71,,MK/BW
29,84,,MK/BW
29,105,,MK/BW
29,106,,MK/BW
29,107,,MK/BW
29,108,,MK/BW
29,114,,MK/BW
29,115,,MK/BW
29,116,,MK/BW
29,1,,MK/BW
29,132,,MK/BW
29,136,,MK/BW
29,144,,MK/BW
29,145,,MK/BW
29,149,,MK/BW
29,150,,MK/BW
29,158,,MK/BW
29,167,,MK/BW
29,168,,MK/BW
29,170,,MK/BW
29,171,,MK/BW
29,174,,MK/BW
29,176,,MK/BW
29,180,,MK/BW
29,183,,MK/BW
29,188,,MK/BW
29,192,,MK/BW
29,193,,MK/BW
29,195,,MK/BW
29,197,,MK/BW
29,199,,MK/BW
29,201,,MK/BW
29,207,,MK/BW
29,213,,MK/BW
29,215,,MK/BW
29,217,,MK/BW
29,221,,MK/BW
29,227,,MK/BW
29,228,,MK/BW
29,230,,MK/BW
29,232,,MK/BW
29,234,,MK/BW
29,235,,MK/BW
30,3,,
30,5,,
30,6,,
30,8,,
30,9,,
30,10,,
30,11,,
30,12,,
30,13,,
30,16,,
30,17,,
30,18,,
30,19,,
30,21,,
30,27,,
30,30,,
30,33,,
30,34,,
30,35,,
30,36,,
30,39,,
30,45,,
30,49,,
30,50,,
30,52,,
30,54,,
30,55,,
30,58,,
30,59,,
30,61,,
30,62,,
30,63,,
30,64,,
30,66,,
30,69,,
30,84,,
30,102,,
30,107,,
30,108,,
30,114,,
30,116,,
30,117,,
30,138,,
30,140,,
30,144,,
30,149,,
30,153,,
30,156,,
30,157,,
30,167,,
30,168,,
30,171,,
30,185,,
30,192,,
30,193,,
30,194,,
30,195,,
30,206,,
30,207,,
30,208,,
30,213,,
30,215,,
30,221,,
30,230,,
30,232,,
30,234,,
30,236,,
30,239,,
32,8,,MK/BW
32,9,,MK/BW
32,12,,MK/BW
32,13,,MK/BW
32,16,,MK/BW
32,17,,MK/BW
32,18,,MK/BW
32,23,,MK/BW
32,24,,MK/BW
32,25,,MK/BW
32,26,,MK/BW
32,27,,MK/BW
32,30,,MK/BW
32,31,,MK/BW
32,32,,MK/BW
32,33,,MK/BW
32,34,,MK/BW
32,35,,MK/BW
32,36,,MK/BW
32,37,,MK/BW
32,39,,MK/BW
32,40,,MK/BW
32,45,,MK/BW
32,49,,MK/BW
32,50,,MK/BW
32,51,,MK/BW
32,52,,MK/BW
32,53,,MK/BW
32,54,,MK/BW
32,55,,MK/BW
32,56,,MK/BW
32,57,,MK/BW
32,58,,MK/BW
32,59,,MK/BW
32,61,,MK/BW
32,62,,MK/BW
32,64,,MK/BW
32,70,,MK/BW
32,71,,MK/BW
32,73,,MK/BW
32,74,,MK/BW
32,80,,MK/BW
32,83,,MK/BW
32,84,,MK/BW
32,88,,MK/BW
32,95,,MK/BW
32,102,,MK/BW
32,103,,MK/BW
32,107,,MK/BW
32,108,,MK/BW
32,114,,MK/BW
32,115,,MK/BW
32,116,,MK/BW
32,136,,MK/BW
32,144,,MK/BW
32,146,,MK/BW
32,147,,MK/BW
32,149,,MK/BW
32,150,,MK/BW
32,156,,MK/BW
32,157,,MK/BW
32,158,,MK/BW
32,167,,MK/BW
32,168,,MK/BW
32,170,,MK/BW
32,171,,MK/BW
32,176,,MK/BW
32,178,,MK/BW
32,180,,MK/BW
32,183,,MK/BW
32,189,,MK/BW
32,192,,MK/BW
32,196,,MK/BW
32,199,,MK/BW
32,201,,MK/BW
32,207,,MK/BW
32,211,,MK/BW
32,213,,MK/BW
32,215,,MK/BW
32,221,,MK/BW
32,229,,MK/BW
32,230,,MK/BW
32,231,,MK/BW
32,232,,MK/BW
32,234,,MK/BW
33,13,,PJW/HF
33,16,,PJW/HF
33,17,,PJW/HF
33,23,,PJW/HF
33,27,,PJW/HF
33,49,,PJW/HF
33,50,,PJW/HF
33,51,,PJW/HF
33,52,,PJW/HF
33,53,,PJW/HF
33,54,,PJW/HF
33,55,,PJW/HF
33,57,,PJW/HF
33,58,,PJW/HF
33,59,,PJW/HF
33,61,,PJW/HF
33,71,,PJW/HF
33,107,,PJW/HF
33,115,,PJW/HF
33,115,,PJW/HF
33,144,,PJW/HF
33,145,,PJW/HF
33,157,,PJW/HF
33,158,,PJW/HF
33,167,,PJW/HF
33,170,,PJW/HF
33,172,,PJW/HF
33,174,,PJW/HF
33,179,,PJW/HF
33,189,,PJW/HF
33,183,,PJW/HF
33,185,,PJW/HF
33,188,,PJW/HF
33,189,,PJW/HF
33,191,,PJW/HF
33,192,,PJW/HF
33,193,,PJW/HF
33,194,,PJW/HF
33,196,,PJW/HF
33,199,,PJW/HF
33,202,,PJW/HF
33,203,,PJW/HF
33,206,,PJW/HF
33,207,,PJW/HF
33,212,,PJW/HF
33,221,,PJW/HF
33,222,,PJW/HF
34,3,,
34,5,,
34,6,,
34,8,,
34,9,,
34,11,,
34,12,,
34,13,,
34,14,,
34,16,,
34,18,,
34,24,,
34,26,,
34,27,,
34,30,,
34,33,,
34,34,,
34,36,,
34,39,,
34,50,,
34,51,,
34,52,,
34,53,,
34,54,,
34,55,,
34,58,,
34,59,,
34,61,,
34,62,,
34,63,,
34,64,,
34,65,,
34,69,,
34,70,,
34,71,,
34,74,,
34,80,,
34,84,,
34,102,,
34,108,,
34,114,,
34,116,,
34,140,,
34,142,,
34,144,,
34,145,,
34,156,,
34,157,,
34,168,,
34,174,,
34,181,,
34,183,,
34,185,,
34,188,,
34,193,,
34,197,,
34,199,,
34,206,,
34,230,,
34,234,,
34,239,,
35,3,,
35,6,,
35,8,,
35,10,,
35,11,,
35,12,,
35,13,,
35,17,,
35,18,,
35,20,,
35,21,,
35,22,,
35,23,,
35,24,,
35,25,,
35,27,,
35,30,,
35,33,,
35,34,,
35,35,,
35,49,,
35,50,,
35,51,,
35,52,,
35,53,,
35,54,,
35,55,,
35,57,,
35,59,,
35,61,,
35,62,,
35,63,,
35,64,,
35,65,,
35,69,,
35,70,,
35,71,,
35,73,,
35,74,,
35,75,,
35,77,,
35,78,,
35,80,,
35,84,,
35,85,,
35,88,,
35,97,,
35,99,,
35,107,,
35,114,,
35,115,,
35,116,,
35,129,,
35,131,,
35,134,,
35,137,,
35,138,,
35,144,,
35,149,,
35,150,,
35,151,,
35,152,,
35,154,,
35,157,,
35,158,,
35,167,,
35,168,,
35,169,,
35,170,,
35,171,,
35,172,,
35,176,,
35,177,,
35,178,,
35,182,,
35,183,,
35,195,,
35,196,,
35,201,,
35,202,,
35,203,,
35,204,,
35,207,,
35,208,,
35,209,,
35,213,,
35,215,,
35,221,,
35,224,,
35,228,,
35,237,,
36,3,,
36,6,,
36,8,,
36,11,,
36,13,,
36,16,,
36,27,,
36,32,,
36,49,,
36,52,,
36,53,,
36,54,,
36,55,,
36,57,,
36,58,,
36,59,,
36,61,,
36,62,,
36,63,,
36,64,,
36,65,,
36,70,,
36,80,,
36,84,,
36,89,,
36,91,,
36,94,,
36,101,,
36,102,,
36,103,,
36,107,,
36,108,,
36,109,,
36,110,,
36,113,,
36,114,,
36,116,,
36,129,,
36,140,,
36,150,,
36,151,,
36,152,,
36,161,,
36,162,,
36,168,,
36,178,,
36,183,,
36,201,,
36,207,,
36,210,,
36,211,,
36,213,,
36,215,,
36,221,,
36,222,,
36,224,,
36,232,,
36,236,,
36,238,,
37,3,,
37,9,,
37,12,,
37,16,,
37,18,,
37,19,,
37,22,,
37,27,,
37,49,,
37,50,,
37,51,,
37,53,,
37,54,,
37,59,,
37,61,,
37,62,,
37,63,,
37,64,,
37,65,,
37,66,,
37,70,,
37,74,,
37,75,,
37,77,,
37,79,,
37,80,,
37,84,,
37,88,,
37,95,,
37,102,,
37,105,,
37,114,,
37,149,,
37,151,,
37,161,,
37,167,,
37,168,,
37,175,,
37,188,,
37,193,,
37,195,,
37,197,,
37,201,,
37,202,,
37,203,,
37,207,,
37,210,,
37,211,,
37,213,,
37,215,,
37,221,,
37,222,,
37,223,,
37,224,,
37,225,,
37,226,,
37,230,,
37,232,,
37,236,,
37,238,,
38,5,,
38,6,,
38,11,,
38,12,,
38,13,,
38,14,,
38,15,,
38,16,,
38,22,,
38,24,,
38,30,,
38,35,,
38,40,,
38,43,,
38,49,,
38,50,,
38,51,,
38,52,,
38,53,,
38,54,,
38,55,,
38,58,,
38,59,,
38,61,,
38,62,,
38,63,,
38,64,,
38,65,,
38,66,,
38,71,,
38,73,,
38,74,,
38,75,,
38,76,,
38,78,,
38,80,,
38,82,,
38,83,,
38,84,,
38,89,,
38,91,,
38,93,,
38,94,,
38,95,,
38,97,,
38,99,,
38,101,,
38,105,,
38,114,,
38,136,,
38,143,,
38,145,,
38,149,,
38,157,,
38,158,,
38,167,,
38,168,,
38,170,,
38,171,,
38,173,,
38,174,,
38,180,,
38,183,,
38,185,,
38,188,,
38,190,,
38,191,,
38,192,,
38,193,,
38,196,,
38,199,,
38,202,,
38,207,,
38,215,,
38,221,,
38,232,,
38,237,,
38,3,,3  Recorder LA/LE
39,3,,
39,6,,
39,7,,
39,8,,
39,9,,
39,11,,
39,13,,
39,15,,
39,18,,
39,19,,
39,27,,
39,29,,
39,30,,
39,33,,
39,35,,
39,36,,
39,39,,
39,40,,
39,41,,
39,43,,
39,49,,
39,50,,
39,51,,
39,52,,
39,53,,
39,54,,
39,55,,
39,57,,
39,58,,
39,59,,
39,61,,
39,62,,
39,63,,
39,64,,
39,65,,
39,66,,
39,69,,
39,70,,
39,71,,
39,73,,
39,74,,
39,75,,
39,76,,
39,77,,
39,79,,
39,80,,
39,81,,
39,82,,
39,84,,
39,88,,
39,89,,
39,94,,
39,99,,
39,100,,
39,101,,
39,105,,
39,106,,
39,110,,
39,111,,
39,112,,
39,113,,
39,114,,
39,116,,
39,129,,
39,131,,
39,132,,
39,138,,
39,144,,
39,146,,
39,150,,
39,151,,
39,152,,
39,153,,
39,155,,
39,158,,
39,161,,
39,162,,
39,167,,
39,168,,
39,171,,
39,172,,
39,174,,
39,175,,
39,178,,
39,179,,
39,183,,
39,185,,
39,193,,
39,195,,
39,196,,
39,197,,
39,201,,
39,202,,
39,204,,
39,207,,
39,208,,
39,209,,
39,210,,
39,211,,
39,213,,
39,215,,
39,221,,
39,222,,
39,223,,
39,224,,
39,225,,
39,226,,
39,228,,
39,230,,
39,236,,
39,238,,
41,30,,
41,35,,
41,52,,
41,53,,
41,54,,
41,55,,
41,57,,
41,61,,
41,62,,
41,63,,
41,64,,
41,65,,
41,66,,
41,73,,
41,74,,
41,75,,
41,76,,
41,77,,
41,80,,
41,88,,
41,91,,
41,99,,
41,131,,
41,152,,
41,161,,
41,168,,
41,177,,
41,178,,
41,180,,
41,182,,
41,183,,
41,185,,
41,188,,
41,192,,
41,193,,
41,195,,
41,204,,
41,207,,
41,208,,
41,209,,
41,210,,
41,211,,
41,221,,
41,222,,
41,226,,
41,237,,
41,3,,3  Recorder Ilona Weir and
43,3,,
43,6,,
43,7,,
43,8,,
43,9,,
43,11,,
43,13,,
43,15,,
43,16,,
43,18,,
43,22,,
43,29,,
43,30,,
43,33,,
43,34,,
43,35,,
43,36,,
43,39,,
43,41,,
43,47,,
43,49,,
43,50,,
43,51,,
43,52,,
43,53,,
43,54,,
43,55,,
43,56,,
43,57,,
43,58,,
43,59,,
43,61,,
43,62,,
43,63,,
43,64,,
43,65,,
43,66,,
43,69,,
43,70,,
43,71,,
43,73,,
43,74,,
43,75,,
43,76,,
43,77,,
43,79,,
43,80,,
43,81,,
43,82,,
43,84,,
43,89,,
43,91,,
43,94,,
43,95,,
43,99,,
43,100,,
43,101,,
43,105,,
43,106,,
43,107,,
43,108,,
43,109,,
43,110,,
43,111,,
43,112,,
43,114,,
43,129,,
43,131,,
43,134,,
43,138,,
43,144,,
43,149,,
43,150,,
43,151,,
43,152,,
43,153,,
43,154,,
43,155,,
43,157,,
43,158,,
43,161,,
43,168,,
43,175,,
43,176,,
43,178,,
43,179,,
43,182,,
43,183,,
43,185,,
43,187,,
43,192,,
43,193,,
43,195,,
43,196,,
43,201,,
43,204,,
43,207,,
43,208,,
43,209,,
43,210,,
43,211,,
43,213,,
43,215,,
43,217,,
43,222,,
43,223,,
43,224,,
43,225,,
43,226,,
43,228,,
43,229,,
43,230,,
43,231,,
43,232,,
43,236,,
43,237,,
44,3,,
44,5,,
44,6,,
44,8,,
44,11,,
44,13,,
44,15,,
44,16,,
44,30,,
44,32,,
44,33,,
44,43,,
44,44,,
44,49,,
44,50,,
44,51,,
44,52,,
44,54,,
44,58,,
44,59,,
44,61,,
44,62,,
44,64,,
44,69,,
44,77,,
44,80,,
44,84,,
44,114,,
44,125,,
44,129,,
44,132,,
44,134,,
44,150,,
44,151,,
44,152,,
44,154,,
44,155,,
44,157,,
44,158,,
44,161,,
44,162,,
44,168,,
44,170,,
44,171,,
44,178,,
44,183,,
44,190,,
44,191,,
44,195,,
44,196,,
44,197,,
44,199,,
44,202,,
44,207,,
44,211,,
44,213,,
44,215,,
44,221,,
44,231,,
44,238,,
45,11,,
45,13,,
45,15,,
45,29,,
45,30,,
45,33,,
45,34,,
45,35,,
45,36,,
45,39,,
45,40,,
45,43,,
45,44,,
45,48,,
45,52,,
45,53,,
45,54,,
45,61,,
45,62,,
45,63,,
45,64,,
45,65,,
45,69,,
45,71,,
45,80,,
45,84,,
45,99,,
45,103,,
45,105,,
45,106,,
45,133,,
45,144,,
45,145,,
45,148,,
45,149,,
45,167,,
45,170,,
45,171,,
45,172,,
45,181,,
45,183,,
45,188,,
45,193,,
45,195,,
45,206,,
45,207,,
45,211,,
45,213,,
45,214,,
45,215,,
45,221,,
45,231,,
45,233,,
45,239,,
45,3,,4  Recorder VH
46,5,,
46,6,,
46,8,,
46,13,,
46,23,,
46,25,,
46,34,,
46,36,,
46,39,,
46,43,,
46,44,,
46,49,,
46,51,,
46,52,,
46,53,,
46,58,,
46,59,,
50,84,,
50,88,,
50,89,,
50,94,,
50,95,,
50,97,,
50,101,,
50,102,,
50,103,,
50,113,,
50,114,,
50,117,,
50,129,,
50,141,,
50,143,,
50,149,,
50,151,,
50,161,,
50,167,,
50,168,,
50,172,,
50,176,,
50,182,,
50,185,,
50,187,,
50,188,,
50,192,,
50,193,,
50,194,,
50,195,,
50,197,,
50,201,,
50,208,,
50,209,,
50,211,,
50,212,,
50,213,,
50,225,,
50,232,,
50,237,,
50,3,,5  Recorder LA/LE
52,6,,js-hf
52,7,,js-hf
52,8,,js-hf
52,11,,js-hf
52,13,,js-hf
52,16,,js-hf
52,18,,js-hf
52,21,,js-hf
52,27,,js-hf
52,32,,js-hf
52,33,,js-hf
52,36,,js-hf
52,40,,js-hf
52,41,,js-hf
52,43,,js-hf
52,48,,js-hf
52,51,,js-hf
52,52,,js-hf
52,54,,js-hf
52,55,,js-hf
52,59,,js-hf
52,61,,js-hf
52,62,,js-hf
52,63,,js-hf
52,64,,js-hf
52,65,,js-hf
52,66,,js-hf
52,67,,js-hf
52,69,,js-hf
52,70,,js-hf
52,71,,js-hf
52,81,,js-hf
52,89,,js-hf
52,94,,js-hf
52,100,,js-hf
52,104,Flush,js-hf
52,114,,js-hf
52,115,Overgrown,js-hf
52,136,,js-hf
52,140,,js-hf
52,144,,js-hf
52,167,,js-hf
52,170,,js-hf
52,176,,js-hf
52,182,,js-hf
52,183,,js-hf
52,188,,js-hf
52,189,,js-hf
52,192,,js-hf
52,193,,js-hf
52,195,,js-hf
52,200,Wood warbler,js-hf
52,207,,js-hf
52,211,,js-hf
52,221,,js-hf
52,231,,js-hf
53,1,5,HLW
53,1,6,HLW
53,1,36,HLW
53,1,37,HLW
53,1,38,HLW
53,1,66,HLW
53,1,67,HLW
53,2,5,HLW
53,2,6,HLW
53,2,37,HLW
53,2,38,HLW
53,3,7,HLW
53,3,35,HLW
53,3,36,HLW
53,3,37,HLW
53,3,38,HLW
53,3,42,HLW
53,3,43,HLW
53,3,66,HLW
53,3,113,HLW
53,3,114,HLW
53,3,115,HLW
53,4,5,HLW
53,4,6,HLW
53,4,35,HLW
53,4,36,HLW
53,4,37,HLW
53,4,38,HLW
53,4,42,HLW
53,4,43,HLW
53,4,50,HLW
53,4,66,HLW
53,4,95,HLW
53,4,113,HLW
53,4,114,HLW
53,5,5,HLW
53,5,6,HLW
53,5,16,HLW
53,5,25,HLW
53,5,35,HLW
53,5,36,HLW
53,5,37,HLW
53,5,38,HLW
53,5,42,HLW
53,5,43,HLW
53,5,66,HLW
53,5,81,HLW
53,5,113,HLW
53,5,114,HLW
53,6,5,HLW
53,6,6,HLW
53,6,25,HLW
53,6,36,HLW
53,6,37,HLW
53,6,38,HLW
53,6,43,HLW
53,6,44,HLW
53,6,62,HLW
53,6,95,HLW
53,6,99,HLW
53,6,113,HLW
53,6,114,HLW
53,7,6,HLW
53,7,16,HLW
53,7,25,HLW
53,7,35,HLW
53,7,36,HLW
53,7,37,HLW
53,7,38,HLW
53,7,42,HLW
53,7,50,HLW
53,7,95,HLW
53,7,113,HLW
53,7,120,HLW
53,8,5,HLW
53,8,6,HLW
53,8,11,HLW
53,8,35,HLW
53,8,37,HLW
53,8,38,HLW
53,8,41,HLW
53,8,43,HLW
53,8,113,HLW
53,8,115,HLW
53,8,117,HLW
53,9,37,HLW
53,9,72,HLW
53,9,104,HLW
53,9,105,HLW
53,9,113,HLW
53,10,5,HLW
53,10,6,HLW
53,10,35,HLW
53,10,37,HLW
53,10,38,HLW
53,10,94,HLW
53,10,95,HLW
53,10,113,HLW
53,11,20,HLW
53,11,29,HLW
53,11,37,HLW
53,11,38,HLW
53,11,43,HLW
53,11,44,HLW
53,11,93,HLW
53,11,95,HLW
53,11,105,HLW
53,12,5,HLW
53,12,6,HLW
53,12,29,HLW
53,12,35,HLW
53,12,36,HLW
53,12,37,HLW
53,12,38,HLW
53,12,40,HLW
53,12,43,HLW
53,12,50,HLW
53,12,69,HLW
53,12,70,HLW
53,13,7,HLW
53,13,36,HLW
53,13,37,HLW
53,13,38,HLW
53,13,39,HLW
53,13,40,HLW
53,13,42,HLW
53,13,43,HLW
53,13,44,HLW
53,13,104,HLW
53,13,106,HLW
53,14,5,HLW
53,14,6,HLW
53,14,7,HLW
53,14,35,HLW
53,14,37,HLW
53,14,38,HLW
53,14,42,HLW
53,14,43,HLW
53,14,70,HLW
53,14,99,HLW
53,14,114,HLW
53,15,5,HLW
53,15,6,HLW
53,15,7,HLW
53,15,11,HLW
53,15,16,HLW
53,15,42,HLW
53,15,43,HLW
53,15,104,HLW
53,15,113,HLW
53,15,120,HLW
53,16,5,HLW
53,16,6,HLW
53,16,7,HLW
53,16,35,HLW
53,16,38,HLW
53,16,42,HLW
53,16,43,HLW
53,16,44,HLW
53,16,95,HLW
53,16,106,HLW
54,3,,
54,5,,
54,6,,
54,8,,
54,9,,
54,10,,
54,11,,
54,12,,
54,13,,
54,14,,
54,15,,
54,16,,
54,18,,
54,19,,
54,20,,
54,21,,
46,61,,
46,62,,
46,69,,
46,70,,
46,73,,
46,74,,
46,75,,
46,76,,
46,78,,
46,80,,
46,83,,
46,84,,
46,89,,
46,94,,
46,95,,
46,97,,
46,99,,
46,106,,
46,114,,
46,117,,
46,132,,
46,133,,
46,144,,
46,145,,
46,156,,
46,166,,
46,172,,
46,178,,
46,180,,
46,192,,
46,193,,
46,194,,
46,195,,
46,196,,
46,197,,
46,213,,
46,214,,
46,215,,
46,221,,
46,232,,
46,233,,
46,239,,
46,3,,5  Recorder VH
47,5,,
47,6,,
47,11,,
47,13,,
47,16,,
47,30,,
47,31,,
47,32,,
47,33,,
47,35,,
47,40,,
47,41,,
47,43,,
47,48,,
47,49,,
47,50,,
47,51,,
47,52,,
47,53,,
47,54,,
47,55,,
47,58,,
47,59,,
47,61,,
47,62,,
47,63,,
47,64,,
47,65,,
47,71,,
47,74,,
47,75,,
47,78,,
47,79,,
47,80,,
47,81,,
47,88,,
47,91,,
47,93,,
47,94,,
47,101,,
47,102,,
47,105,,
47,106,,
47,107,,
47,108,,
47,113,,
47,131,,
47,136,,
47,149,,
47,157,,
47,158,,
47,167,,
47,185,,
47,192,,
47,193,,
47,194,,
47,195,,
47,202,,
47,203,,
47,208,,
47,211,,
47,213,,
47,221,,
47,232,,
47,236,,
47,237,,
47,3,,4  Recorder LA/LE
48,5,,js-hf
48,8,,js-hf
48,11,,js-hf
48,16,,js-hf
48,13,,js-hf
48,16,,js-hf
48,20,,js-hf
48,29,,js-hf
48,30,,js-hf
48,32,,js-hf
48,33,,js-hf
48,34,,js-hf
48,35,,js-hf
48,36,,js-hf
48,37,,js-hf
48,39,,js-hf
48,40,,js-hf
48,43,,js-hf
48,45,,js-hf
48,47,,js-hf
48,50,,js-hf
48,52,,js-hf
48,54,,js-hf
48,55,,js-hf
48,58,,js-hf
48,59,,js-hf
48,61,,js-hf
48,62,,js-hf
48,64,,js-hf
48,66,,js-hf
48,70,,js-hf
48,102,,js-hf
48,103,,js-hf
48,114,,js-hf
48,132,,js-hf
48,144,,js-hf
48,170,,js-hf
48,172,,js-hf
48,174,,js-hf
48,177,,js-hf
48,183,,js-hf
48,189,,js-hf
48,192,,js-hf
48,193,,js-hf
48,194,,js-hf
48,195,,js-hf
48,202,,js-hf
48,206,,js-hf
48,207,,js-hf
48,211,,js-hf
48,213,,js-hf
48,214,,js-hf
48,215,,js-hf
48,221,,js-hf
48,227,,js-hf
48,229,,js-hf
48,230,,js-hf
48,232,,js-hf
48,233,,js-hf
48,234,,js-hf
48,234,,js-hf
49,30,,
49,34,,
49,35,,
49,43,,
49,44,,
49,49,,
49,50,,
49,51,,
49,52,,
49,53,,
49,54,,
49,55,,
49,57,,
49,61,,
49,62,,
49,63,,
49,64,,
49,65,,
49,88,,
49,89,,
49,94,,
49,141,,
49,142,,
49,144,,
49,151,,
49,162,,
49,168,,
49,170,,
49,174,,
49,176,,
49,178,,
49,183,,
49,188,,
49,193,,
49,195,,
49,196,,
49,204,,
49,207,,
49,208,,
49,213,,
49,221,,
49,230,,
49,232,,
49,238,,
49,3,,3  Recorder: I. Weir
50,5,,
50,6,,
50,8,,
50,11,,
50,12,,
50,13,,
50,16,,
50,17,,
50,18,,
50,29,,
50,30,,
50,32,,
50,34,,
50,35,,
50,40,,
50,41,,
50,43,,
50,49,,
50,50,,
50,51,,
50,52,,
50,53,,
50,54,,
50,55,,
50,56,,
50,57,,
50,58,,
50,59,,
50,61,,
50,62,,
50,63,,
50,64,,
50,65,,
50,66,,
50,69,,
50,70,,
50,71,,
50,73,,
50,74,,
50,80,,
50,83,,
54,22,,
54,23,,
54,26,,
54,29,,
54,30,,
54,32,,
54,33,,
54,34,,
54,35,,
54,36,,
54,39,,
54,40,,
54,41,,
54,43,,
54,49,,
54,50,,
54,51,,
54,52,,
54,53,,
54,54,,
54,55,,
54,57,,
54,58,,
54,59,,
54,61,,
54,62,,
54,63,,
54,64,,
54,65,,
54,69,,
54,70,,
54,74,,
54,77,,
54,80,,
54,84,,
54,101,,
54,105,,
54,106,,
54,107,,
54,108,,
54,111,,
54,114,,
54,116,,
54,117,,
54,131,,
54,138,,
54,143,,
54,144,,
54,149,,
54,151,,
54,152,,
54,153,,
54,155,,
54,156,,
54,157,,
54,158,,
54,168,,
54,172,,
54,174,,
54,176,,
54,179,,
54,181,,
54,183,,
54,193,,
54,196,,
