SITE,SD_code,Notes,Recorders
88,193,,HLW/MUP
88,194,,HLW/MUP
88,195,,HLW/MUP
88,196,,HLW/MUP
88,197,,HLW/MUP
88,200,"Warblers, Goldcrest",HLW/MUP
88,201,,HLW/MUP
88,207,,HLW/MUP
88,213,,HLW/MUP
88,223,,HLW/MUP
88,232,,HLW/MUP
89,5,,js-hf
89,6,,js-hf
89,8,,js-hf
89,9,,js-hf
89,10,,js-hf
89,11,,js-hf
89,12,,js-hf
89,13,,js-hf
89,15,,js-hf
89,17,,js-hf
89,18,,js-hf
89,27,,js-hf
89,30,,js-hf
89,32,,js-hf
89,33,,js-hf
89,35,,js-hf
89,36,,js-hf
89,39,,js-hf
89,40,,js-hf
89,43,,js-hf
89,48,Pseodotsuga menzeii,js-hf
89,50,,js-hf
89,51,,js-hf
89,54,,js-hf
89,58,,js-hf
89,59,,js-hf
89,61,,js-hf
89,62,,js-hf
89,63,,js-hf
89,64,,js-hf
89,65,,js-hf
89,66,,js-hf
89,70,,js-hf
89,73,,js-hf
89,74,,js-hf
89,77,,js-hf
89,78,,js-hf
89,79,,js-hf
89,81,,js-hf
89,84,,js-hf
89,87,Drained at present,js-hf
89,89,,js-hf
89,95,,js-hf
89,97,,js-hf
89,100,,js-hf
89,110,,js-hf
89,116,,js-hf
89,135,,js-hf
89,140,,js-hf
89,150,,js-hf
89,178,,js-hf
89,182,,js-hf
89,183,,js-hf
89,188,,js-hf
89,189,,js-hf
89,192,,js-hf
89,193,,js-hf
89,194,,js-hf
89,195,,js-hf
89,196,,js-hf
89,201,,js-hf
89,202,,js-hf
89,204,,js-hf
89,207,,js-hf
89,208,,js-hf
89,213,,js-hf
89,214,,js-hf
89,215,,js-hf
89,217,,js-hf
89,220,Golf course,js-hf
89,221,,js-hf
89,223,,js-hf
89,230,,js-hf
90,3,,
90,6,,
90,8,,
90,9,,
90,10,,
90,11,,
90,12,,
90,13,,
90,16,,
90,22,,
90,29,,
90,30,,
90,32,,
90,33,,
90,36,,
90,40,,
90,43,,
90,49,,
90,50,,
90,51,,
90,52,,
90,53,,
90,54,,
90,55,,
90,56,,
90,57,,
90,58,,
90,59,,
90,61,,
90,62,,
90,63,,
90,64,,
90,66,,
90,69,,
90,70,,
90,74,,
90,75,,
90,77,,
90,80,,
90,81,,
90,83,,
90,84,,
90,88,,
90,91,,
90,94,,
90,95,,
90,96,,
90,100,,
90,101,,
90,102,,
90,103,,
90,107,,
90,108,,
90,114,,
90,116,,
90,129,,
90,131,,
90,132,,
90,137,,
90,144,,
90,149,,
90,151,,
90,153,,
90,156,,
90,157,,
90,163,,
90,167,,
90,168,,
90,170,,
90,174,,
90,175,,
90,181,,
90,182,,
90,185,,
90,192,,
90,193,,
90,195,,
90,196,,
90,201,,
90,202,,
90,203,,
90,204,,
90,207,,
90,208,,
90,209,,
90,211,,
90,213,,
90,221,,
90,224,,
90,231,,
90,236,,
90,239,,
91,5,,HLW/MUP
91,6,,HLW/MUP
91,8,,HLW/MUP
91,11,,HLW/MUP
91,13,,HLW/MUP
91,15,,HLW/MUP
91,16,,HLW/MUP
91,30,,HLW/MUP
91,32,,HLW/MUP
91,33,,HLW/MUP
91,34,,HLW/MUP
91,36,,HLW/MUP
91,39,,HLW/MUP
91,40,,HLW/MUP
91,41,,HLW/MUP
91,43,,HLW/MUP
91,46,,HLW/MUP
91,47,,HLW/MUP
91,48,,HLW/MUP
91,49,,HLW/MUP
91,50,,HLW/MUP
91,51,,HLW/MUP
91,52,,HLW/MUP
91,53,,HLW/MUP
91,54,,HLW/MUP
91,55,,HLW/MUP
91,56,,HLW/MUP
91,57,,HLW/MUP
91,58,,HLW/MUP
91,59,,HLW/MUP
91,61,,HLW/MUP
91,62,,HLW/MUP
91,69,,HLW/MUP
91,71,,HLW/MUP
91,77,,HLW/MUP
91,78,,HLW/MUP
91,80,,HLW/MUP
91,84,,HLW/MUP
91,87,,HLW/MUP
91,88,,HLW/MUP
91,89,,HLW/MUP
91,91,,HLW/MUP
91,95,,HLW/MUP
91,97,,HLW/MUP
91,99,,HLW/MUP
91,100,,HLW/MUP
91,101,,HLW/MUP
91,108,,HLW/MUP
91,111,,HLW/MUP
91,114,,HLW/MUP
91,116,,HLW/MUP
91,117,,HLW/MUP
91,126,,HLW/MUP
91,132,,HLW/MUP
91,137,,HLW/MUP
91,139,,HLW/MUP
91,140,,HLW/MUP
91,143,,HLW/MUP
91,145,,HLW/MUP
91,149,,HLW/MUP
91,156,,HLW/MUP
91,157,,HLW/MUP
91,158,,HLW/MUP
91,168,,HLW/MUP
91,171,,HLW/MUP
91,174,,HLW/MUP
91,178,,HLW/MUP
91,180,,HLW/MUP
91,181,,HLW/MUP
91,183,,HLW/MUP
91,192,,HLW/MUP
91,193,,HLW/MUP
91,195,,HLW/MUP
91,199,,HLW/MUP
91,200,Warblers,HLW/MUP
91,202,,HLW/MUP
91,207,,HLW/MUP
91,213,,HLW/MUP
91,215,,HLW/MUP
91,221,,HLW/MUP
91,232,,HLW/MUP
92,5,,
92,8,,
92,11,,
92,12,,
92,13,,
92,16,,
92,18,,
92,21,,
92,25,,
92,26,,
92,27,,
92,30,,
92,32,,
92,34,,
92,35,,
92,36,,
92,39,,
92,40,,
92,42,,
92,43,,
92,49,,
92,50,,
92,52,,
92,53,,
92,54,,
92,55,,
92,58,,
92,59,,
92,61,,
92,62,,
92,63,,
92,64,,
92,66,,
92,69,,
92,70,,
92,73,,
92,80,,
92,81,,
92,87,,
92,88,,
92,97,,
92,98,,
92,99,,
92,101,,
92,102,,
92,103,,
92,143,,
92,144,,
92,157,,
92,168,,
92,171,,
92,172,,
92,174,,
92,176,,
92,178,,
92,180,,
92,183,,
92,184,,
92,186,,
92,187,,
92,188,,
92,190,,
92,192,,
92,193,,
92,195,,
92,201,,
92,204,,
92,207,,
92,208,,
92,213,,
92,221,,
92,232,,
92,3,,3  Recorder IW/RC
93,5,,
93,6,,
93,8,,
93,13,,
93,15,,
93,26,,
93,27,,
93,30,,
93,34,,
93,36,,
93,43,,
93,52,,
93,53,,
93,58,,
93,59,,
93,61,,
93,62,,
93,63,,
93,64,,
93,70,,
93,80,,
93,88,,
93,94,,
93,116,,
93,136,,
93,157,,
93,158,,
93,168,,
93,170,,
93,171,,
93,174,,
93,176,,
93,182,,
93,185,,
93,193,,
93,197,,
93,199,,
93,207,,
93,221,,
93,239,,
93,3,,3  Recorder IW/PF
94,5,,MK/BW
94,6,,MK/BW
94,8,,MK/BW
94,9,,MK/BW
94,10,,MK/BW
94,11,,MK/BW
94,13,,MK/BW
94,15,,MK/BW
94,16,,MK/BW
94,17,,MK/BW
94,18,,MK/BW
94,30,,MK/BW
94,32,,MK/BW
94,33,,MK/BW
94,34,,MK/BW
94,35,,MK/BW
94,36,,MK/BW
94,39,,MK/BW
94,40,,MK/BW
94,43,,MK/BW
94,45,,MK/BW
94,47,,MK/BW
94,49,,MK/BW
94,50,,MK/BW
94,51,,MK/BW
94,52,,MK/BW
94,53,,MK/BW
94,54,,MK/BW
94,55,,MK/BW
94,58,,MK/BW
94,59,,MK/BW
94,61,,MK/BW
94,62,,MK/BW
94,64,,MK/BW
94,65,,MK/BW
94,68,,MK/BW
94,69,,MK/BW
94,70,,MK/BW
94,73,,MK/BW
94,74,,MK/BW
94,75,,MK/BW
94,80,,MK/BW
94,84,,MK/BW
94,107,,MK/BW
94,114,,MK/BW
94,115,,MK/BW
94,116,,MK/BW
94,118,,MK/BW
94,131,,MK/BW
94,134,,MK/BW
94,136,,MK/BW
94,140,,MK/BW
94,143,,MK/BW
94,144,,MK/BW
94,145,,MK/BW
94,149,,MK/BW
94,150,,MK/BW
94,158,,MK/BW
94,167,,MK/BW
94,170,,MK/BW
94,171,,MK/BW
94,174,,MK/BW
94,183,,MK/BW
94,188,,MK/BW
94,195,,MK/BW
94,201,,MK/BW
94,202,,MK/BW
94,203,,MK/BW
94,204,,MK/BW
94,207,,MK/BW
94,213,,MK/BW
94,215,,MK/BW
94,216,,MK/BW
94,221,,MK/BW
94,227,,MK/BW
94,232,,MK/BW
94,230,,MK/BW
94,234,,MK/BW
94,235,,MK/BW
96,30,,
96,35,,
96,36,,
96,49,,
96,50,,
96,51,,
96,52,,
96,53,,
96,54,,
96,55,,
96,56,,
96,57,,
96,59,,
96,73,,
96,80,,
96,88,,
96,93,,
96,101,,
96,132,,
96,161,,
96,168,,
96,170,,
96,171,,
96,174,,
96,176,,
96,178,,
96,182,,
96,183,,
96,185,,
96,188,,
96,192,,
96,193,,
96,195,,
96,196,,
96,197,,
96,204,,
96,207,,
96,208,,
96,210,,
96,213,,
96,221,,
96,238,,
96,3,,"3  Recorder H. Ball, R. Cowan"
97,6,,
97,13,,
97,30,,
97,32,,
97,35,,
97,36,,
97,40,,
97,44,,
97,45,,
97,49,,
97,50,,
97,51,,
97,52,,
97,53,,
97,54,,
97,55,,
97,59,,
97,61,,
97,62,,
97,63,,
97,64,,
97,65,,
97,66,,
97,69,,
97,70,,
97,77,,
97,80,,
97,94,,
97,101,,
97,114,,
97,132,,
97,144,,
97,149,,
97,157,,
97,168,,
97,170,,
97,174,,
97,182,,
97,183,,
97,185,,
97,193,,
97,207,,
97,210,,
97,215,,
97,238,,
97,3,,3  Recorder IW/SK
98,6,,
98,11,,
98,13,,
98,16,,
98,27,,
98,33,,
98,40,,
98,49,,
98,50,,
98,51,,
98,52,,
98,53,,
98,54,,
98,55,,
98,57,,
98,58,,
98,59,,
98,61,,
98,62,,
98,63,,
98,64,,
98,65,,
98,66,,
98,69,,
98,70,,
98,71,,
98,74,,
98,77,,
98,78,,
98,80,,
98,82,,
98,85,,
98,89,,
98,94,,
98,97,,
98,99,,
98,101,,
98,103,,
98,105,,
98,106,,
98,116,,
98,118,,
98,126,,
98,132,,
98,136,,
98,141,,
98,145,,
98,149,,
98,151,,
98,156,,
98,157,,
98,158,,
98,161,,
98,167,,
98,168,,
98,176,,
98,178,,
98,185,,
98,193,,
98,195,,
98,201,,
98,203,,
98,206,,
98,207,,
98,211,,
98,214,,
98,215,,
98,216,,
98,221,,
98,223,,
98,229,,
98,233,,
98,238,,
98,239,,
98,3,,13  Recorder LA/LE
99,8,,MUP/HW
99,12,,MUP/HW
99,13,,MUP/HW
99,16,,MUP/HW
99,22,,MUP/HW
99,25,,MUP/HW
99,30,,MUP/HW
99,32,,MUP/HW
99,34,,MUP/HW
99,35,,MUP/HW
99,36,,MUP/HW
99,39,,MUP/HW
99,40,,MUP/HW
99,43,,MUP/HW
99,47,,MUP/HW
99,49,,MUP/HW
99,50,,MUP/HW
99,51,,MUP/HW
99,52,,MUP/HW
99,53,,MUP/HW
99,54,,MUP/HW
99,55,,MUP/HW
99,57,,MUP/HW
99,58,,MUP/HW
99,59,,MUP/HW
99,69,,MUP/HW
99,71,,MUP/HW
99,83,,MUP/HW
99,116,,MUP/HW
99,121,,MUP/HW
99,132,,MUP/HW
99,135,,MUP/HW
99,143,,MUP/HW
99,144,,MUP/HW
99,145,,MUP/HW
99,157,,MUP/HW
99,158,,MUP/HW
99,159,Cherry laurel thicket,MUP/HW
99,171,,MUP/HW
99,179,,MUP/HW
99,180,,MUP/HW
99,181,,MUP/HW
99,183,,MUP/HW
99,184,,MUP/HW
99,188,,MUP/HW
99,192,,MUP/HW
99,193,,MUP/HW
99,195,,MUP/HW
99,196,,MUP/HW
99,200,Warblers,MUP/HW
99,213,,MUP/HW
99,215,,MUP/HW
99,220,Allotment,MUP/HW
99,221,,MUP/HW
99,222,,MUP/HW
99,232,,MUP/HW
100,6,,MK/BW
100,8,,MK/BW
100,9,,MK/BW
100,10,,MK/BW
100,11,,MK/BW
100,13,,MK/BW
100,15,,MK/BW
100,16,,MK/BW
100,17,,MK/BW
100,27,,MK/BW
100,30,,MK/BW
100,32,,MK/BW
100,33,,MK/BW
100,34,,MK/BW
100,36,,MK/BW
100,39,,MK/BW
100,43,,MK/BW
100,45,,MK/BW
100,47,,MK/BW
100,48,,MK/BW
100,49,,MK/BW
100,50,,MK/BW
100,51,,MK/BW
100,52,,MK/BW
100,54,,MK/BW
100,55,,MK/BW
100,57,,MK/BW
100,58,,MK/BW
100,59,,MK/BW
100,61,,MK/BW
100,62,,MK/BW
100,64,,MK/BW
100,69,,MK/BW
100,70,,MK/BW
100,71,,MK/BW
100,73,,MK/BW
100,85,,MK/BW
100,86,,MK/BW
100,114,,MK/BW
100,115,,MK/BW
100,116,,MK/BW
100,117,,MK/BW
100,134,,MK/BW
100,132,,MK/BW
100,136,,MK/BW
100,131,,MK/BW
100,144,,MK/BW
100,145,,MK/BW
100,150,,MK/BW
100,167,,MK/BW
100,168,,MK/BW
100,170,,MK/BW
100,171,,MK/BW
100,176,,MK/BW
100,174,,MK/BW
100,183,,MK/BW
100,185,,MK/BW
100,188,,MK/BW
100,189,,MK/BW
100,192,,MK/BW
100,193,,MK/BW
100,195,,MK/BW
100,196,,MK/BW
100,197,,MK/BW
100,199,,MK/BW
100,201,,MK/BW
100,203,,MK/BW
100,204,,MK/BW
100,207,,MK/BW
100,213,,MK/BW
100,215,,MK/BW
100,223,,MK/BW
100,226,,MK/BW
100,228,,MK/BW
100,230,,MK/BW
100,232,,MK/BW
100,234,,MK/BW
102,6,,pw/kc
102,13,,pw/kc
102,15,,pw/kc
102,17,,pw/kc
102,36,,pw/kc
102,40,,pw/kc
102,49,,pw/kc
102,50,,pw/kc
102,51,,pw/kc
102,52,,pw/kc
102,53,,pw/kc
102,54,,pw/kc
102,55,,pw/kc
102,57,,pw/kc
102,58,,pw/kc
102,59,,pw/kc
102,61,,pw/kc
102,71,,pw/kc
102,84,,pw/kc
102,88,,pw/kc
102,99,,pw/kc
102,101,,pw/kc
102,114,,pw/kc
102,115,,pw/kc
102,137,,pw/kc
102,139,,pw/kc
102,140,,pw/kc
102,143,,pw/kc
102,144,,pw/kc
102,153,,pw/kc
102,157,,pw/kc
102,158,,pw/kc
102,162,,pw/kc
102,167,,pw/kc
102,168,,pw/kc
102,174,,pw/kc
102,178,,pw/kc
102,180,,pw/kc
102,183,,pw/kc
102,184,,pw/kc
102,188,,pw/kc
102,192,,pw/kc
102,193,,pw/kc
102,194,,pw/kc
102,196,,pw/kc
102,200,nuthatch songthrush chiffchaff goldcrest,pw/kc
102,202,,pw/kc
102,204,,pw/kc
102,208,,pw/kc
102,210,,pw/kc
102,212,,pw/kc
102,228,,pw/kc
102,236,,pw/kc
103,5,,MK/BW
103,6,,MK/BW
103,7,,MK/BW
103,8,,MK/BW
103,11,,MK/BW
103,12,,MK/BW
103,13,,MK/BW
103,16,,MK/BW
103,17,,MK/BW
103,18,,MK/BW
103,20,,MK/BW
103,21,,MK/BW
103,23,,MK/BW
103,24,,MK/BW
103,26,,MK/BW
103,27,,MK/BW
103,30,,MK/BW
103,32,,MK/BW
103,33,,MK/BW
103,34,,MK/BW
103,35,,MK/BW
103,45,,MK/BW
103,49,,MK/BW
103,50,,MK/BW
103,51,,MK/BW
103,52,,MK/BW
103,53,,MK/BW
103,54,,MK/BW
103,55,,MK/BW
103,56,,MK/BW
103,57,,MK/BW
103,58,,MK/BW
103,59,,MK/BW
103,61,,MK/BW
103,62,,MK/BW
103,63,,MK/BW
103,64,,MK/BW
103,68,,MK/BW
103,69,,MK/BW
103,71,,MK/BW
103,73,,MK/BW
103,74,,MK/BW
103,84,,MK/BW
103,102,,MK/BW
103,105,,MK/BW
103,106,,MK/BW
103,116,,MK/BW
103,114,,MK/BW
103,132,,MK/BW
103,136,,MK/BW
103,138,,MK/BW
103,148,,MK/BW
103,145,,MK/BW
103,154,,MK/BW
103,158,,MK/BW
103,157,,MK/BW
103,156,,MK/BW
103,168,,MK/BW
103,167,,MK/BW
103,172,,MK/BW
103,175,,MK/BW
103,180,,MK/BW
103,183,,MK/BW
103,195,,MK/BW
103,197,,MK/BW
103,206,,MK/BW
103,204,,MK/BW
103,219,,MK/BW
103,221,,MK/BW
103,222,,MK/BW
103,223,,MK/BW
101,11,,RB
101,30,,RB
101,35,,RB
101,36,,RB
101,40,,RB
101,41,,RB
101,49,,RB
101,50,,RB
101,51,,RB
101,52,,RB
101,53,,RB
101,54,,RB
101,55,,RB
101,57,,RB
101,58,,RB
101,59,,RB
101,61,,RB
101,62,,RB
101,69,,RB
101,70,,RB
101,90,,RB
101,97,,RB
101,98,,RB
101,107,,RB
101,108,,RB
101,114,,RB
101,116,,RB
101,135,,RB
101,138,,RB
101,143,,RB
101,144,,RB
101,149,,RB
101,153,,RB
101,158,,RB
101,167,,RB
101,168,,RB
101,170,,RB
101,172,,RB
101,178,,RB
101,183,,RB
101,185,,RB
101,193,,RB
101,195,,RB
101,196,,RB
101,199,,RB
101,201,,RB
101,202,,RB
101,203,,RB
101,207,,RB
101,209,,RB
101,213,,RB
101,221,,RB
101,228,,RB
101,230,,RB
101,232,,RB
101,236,,RB
40,8,,RB/SS
40,30,,RB/SS
40,33,,RB/SS
40,34,,RB/SS
40,35,,RB/SS
40,40,,RB/SS
40,49,,RB/SS
40,50,,RB/SS
40,51,,RB/SS
40,52,,RB/SS
40,53,,RB/SS
40,54,,RB/SS
40,55,,RB/SS
40,56,,RB/SS
40,57,,RB/SS
40,58,,RB/SS
40,59,,RB/SS
40,61,,RB/SS
40,62,,RB/SS
40,63,,RB/SS
40,64,,RB/SS
40,65,,RB/SS
40,66,,RB/SS
40,71,,RB/SS
40,74,,RB/SS
40,77,,RB/SS
40,79,,RB/SS
40,80,,RB/SS
40,81,,RB/SS
40,82,,RB/SS
40,88,,RB/SS
40,89,,RB/SS
40,90,,RB/SS
40,94,,RB/SS
40,95,,RB/SS
40,96,,RB/SS
40,101,,RB/SS
40,105,,RB/SS
40,106,,RB/SS
40,107,,RB/SS
40,108,,RB/SS
40,110,,RB/SS
40,113,,RB/SS
40,116,,RB/SS
40,127,,RB/SS
40,131,,RB/SS
40,132,,RB/SS
40,134,,RB/SS
40,136,,RB/SS
40,137,,RB/SS
40,138,,RB/SS
40,141,,RB/SS
40,145,,RB/SS
40,148,,RB/SS
40,149,,RB/SS
40,150,,RB/SS
40,151,,RB/SS
40,152,,RB/SS
40,153,,RB/SS
40,154,,RB/SS
40,155,,RB/SS
40,156,,RB/SS
40,157,,RB/SS
40,158,,RB/SS
40,161,,RB/SS
40,167,,RB/SS
40,168,,RB/SS
40,170,,RB/SS
40,172,,RB/SS
40,178,,RB/SS
40,183,,RB/SS
40,194,,RB/SS
40,195,,RB/SS
40,201,,RB/SS
40,204,,RB/SS
40,206,,RB/SS
40,207,,RB/SS
40,208,,RB/SS
40,213,,RB/SS
40,221,,RB/SS
42,13,,RB/SS
42,16,,RB/SS
42,18,,RB/SS
42,33,,RB/SS
42,40,,RB/SS
42,46,,RB/SS
42,49,,RB/SS
42,50,,RB/SS
42,51,,RB/SS
42,52,,RB/SS
42,53,,RB/SS
42,54,,RB/SS
42,55,,RB/SS
42,56,,RB/SS
42,58,,RB/SS
42,59,,RB/SS
42,61,,RB/SS
42,62,,RB/SS
42,63,,RB/SS
42,64,,RB/SS
42,65,,RB/SS
42,66,,RB/SS
42,73,,RB/SS
42,74,,RB/SS
42,75,,RB/SS
42,77,,RB/SS
42,80,,RB/SS
42,88,,RB/SS
42,93,,RB/SS
42,94,,RB/SS
42,95,,RB/SS
42,96,,RB/SS
42,100,,RB/SS
42,101,,RB/SS
42,102,,RB/SS
42,103,,RB/SS
42,105,,RB/SS
42,106,,RB/SS
42,107,,RB/SS
42,108,,RB/SS
42,109,,RB/SS
42,110,,RB/SS
42,114,,RB/SS
42,116,,RB/SS
42,117,,RB/SS
42,118,,RB/SS
42,135,,RB/SS
42,137,,RB/SS
42,138,,RB/SS
42,140,,RB/SS
42,145,,RB/SS
42,149,,RB/SS
42,150,,RB/SS
42,151,,RB/SS
42,152,,RB/SS
42,152,,RB/SS
42,155,,RB/SS
42,157,,RB/SS
42,158,,RB/SS
42,162,,RB/SS
42,166,,RB/SS
42,167,,RB/SS
42,168,,RB/SS
42,172,,RB/SS
42,176,,RB/SS
42,183,,RB/SS
42,185,,RB/SS
42,186,,RB/SS
42,188,,RB/SS
42,191,,RB/SS
42,192,,RB/SS
42,193,,RB/SS
42,195,,RB/SS
42,199,,RB/SS
42,201,,RB/SS
42,202,,RB/SS
42,207,,RB/SS
42,209,,RB/SS
42,200,,RB/SS
42,213,,RB/SS
42,221,,RB/SS
42,232,,RB/SS
42,236,,RB/SS
95,8,,RB/FB
95,9,,RB/FB
95,12,,RB/FB
95,13,,RB/FB
95,16,,RB/FB
95,17,,RB/FB
95,18,,RB/FB
95,19,,RB/FB
95,20,,RB/FB
95,21,,RB/FB
95,22,,RB/FB
95,24,,RB/FB
95,30,,RB/FB
95,32,,RB/FB
95,33,,RB/FB
95,34,,RB/FB
95,35,,RB/FB
95,36,,RB/FB
95,39,,RB/FB
95,40,,RB/FB
95,43,,RB/FB
95,45,,RB/FB
95,49,,RB/FB
95,50,,RB/FB
95,51,,RB/FB
95,52,,RB/FB
95,53,,RB/FB
95,54,,RB/FB
95,55,,RB/FB
95,56,,RB/FB
95,57,,RB/FB
95,58,,RB/FB
95,59,,RB/FB
95,61,,RB/FB
95,62,,RB/FB
95,69,,RB/FB
95,70,,RB/FB
95,71,,RB/FB
95,74,,RB/FB
95,80,,RB/FB
95,82,,RB/FB
95,88,,RB/FB
95,91,,RB/FB
95,94,,RB/FB
95,95,,RB/FB
95,97,,RB/FB
95,102,,RB/FB
95,105,,RB/FB
95,106,,RB/FB
95,107,,RB/FB
95,108,,RB/FB
95,116,,RB/FB
95,135,,RB/FB
95,138,,RB/FB
95,144,,RB/FB
95,145,,RB/FB
95,149,,RB/FB
95,150,,RB/FB
95,151,,RB/FB
95,153,,RB/FB
95,157,,RB/FB
95,163,,RB/FB
95,167,,RB/FB
95,168,,RB/FB
95,170,,RB/FB
95,171,,RB/FB
95,172,,RB/FB
95,178,,RB/FB
95,180,,RB/FB
95,181,,RB/FB
95,183,,RB/FB
95,188,,RB/FB
95,193,,RB/FB
95,194,,RB/FB
95,195,,RB/FB
95,196,,RB/FB
95,197,,RB/FB
95,198,,RB/FB
95,199,,RB/FB
95,201,,RB/FB
95,206,,RB/FB
95,207,,RB/FB
95,211,,RB/FB
95,221,,RB/FB
95,222,,RB/FB
95,223,,RB/FB
95,230,,RB/FB
14,7,,FMB
14,8,,FMB
14,11,,FMB
14,12,,FMB
14,13,,FMB
14,16,,FMB
14,17,,FMB
14,18,,FMB
14,23,,FMB
14,30,,FMB
14,32,,FMB
14,33,,FMB
14,34,,FMB
14,35,,FMB
14,36,,FMB
14,41,,FMB
14,43,,FMB
14,49,,FMB
14,50,,FMB
14,51,,FMB
14,52,,FMB
14,54,,FMB
14,55,,FMB
14,56,,FMB
14,57,,FMB
14,58,,FMB
14,59,,FMB
14,61,,FMB
14,62,,FMB
14,63,,FMB
14,102,,FMB
14,107,,FMB
14,108,,FMB
14,114,,FMB
14,116,,FMB
14,135,,FMB
14,138,,FMB
14,140,,FMB
14,143,,FMB
14,144,,FMB
14,145,,FMB
14,149,,FMB
14,153,,FMB
14,157,,FMB
14,158,,FMB
14,159,,FMB
14,167,,FMB
14,168,,FMB
14,170,,FMB
14,172,,FMB
14,174,,FMB
14,177,,FMB
14,178,,FMB
14,181,,FMB
14,183,,FMB
14,186,,FMB
14,188,,FMB
14,192,,FMB
14,193,,FMB
14,195,,FMB
14,196,,FMB
14,197,,FMB
14,206,,FMB
14,207,,FMB
14,215,,FMB
14,223,,FMB
14,228,,FMB
14,229,,FMB
14,230,,FMB
51,30,,RB/FB
51,34,,RB/FB
51,35,,RB/FB
51,36,,RB/FB
51,43,,RB/FB
51,45,,RB/FB
51,49,,RB/FB
51,50,,RB/FB
51,51,,RB/FB
51,52,,RB/FB
51,53,,RB/FB
51,54,,RB/FB
51,55,,RB/FB
51,56,,RB/FB
51,57,,RB/FB
51,58,,RB/FB
51,59,,RB/FB
51,61,,RB/FB
51,62,,RB/FB
51,63,,RB/FB
51,66,,RB/FB
51,69,,RB/FB
51,70,,RB/FB
51,71,,RB/FB
51,84,,RB/FB
51,90,,RB/FB
51,97,,RB/FB
51,101,,RB/FB
51,107,,RB/FB
51,108,,RB/FB
51,136,,RB/FB
51,137,,RB/FB
51,138,,RB/FB
51,139,,RB/FB
51,144,,RB/FB
51,153,,RB/FB
51,157,,RB/FB
51,158,,RB/FB
51,170,,RB/FB
51,171,,RB/FB
51,172,,RB/FB
51,176,,RB/FB
51,177,,RB/FB
51,178,,RB/FB
51,185,,RB/FB
51,201,,RB/FB
51,207,,RB/FB
51,213,,RB/FB
51,215,,RB/FB
51,221,,RB/FB
51,222,,RB/FB
51,230,,RB/FB
51,234,,RB/FB
60,6,,SMS
60,8,,SMS
60,10,,SMS
60,11,,SMS
60,12,,SMS
60,13,,SMS
60,14,,SMS
60,15,,SMS
60,16,,SMS
60,17,,SMS
60,18,,SMS
60,19,,SMS
60,21,,SMS
60,22,,SMS
60,23,,SMS
60,24,,SMS
60,30,,SMS
60,33,,SMS
60,34,,SMS
60,35,,SMS
60,36,,SMS
60,39,,SMS
60,40,,SMS
60,43,,SMS
60,44,,SMS
60,45,,SMS
60,47,,SMS
60,49,,SMS
60,50,,SMS
60,51,,SMS
60,52,,SMS
60,54,,SMS
60,55,,SMS
60,57,,SMS
60,58,,SMS
60,59,,SMS
60,61,,SMS
60,62,,SMS
60,64,,SMS
60,69,,SMS
60,71,,SMS
60,73,,SMS
60,74,,SMS
60,75,,SMS
60,77,,SMS
60,80,,SMS
60,84,,SMS
60,105,,SMS
60,106,,SMS
60,107,,SMS
60,108,,SMS
60,114,,SMS
60,116,,SMS
60,129,,SMS
60,131,,SMS
60,135,,SMS
60,136,,SMS
60,138,,SMS
60,150,,SMS
60,154,,SMS
60,158,,SMS
60,167,,SMS
60,172,,SMS
60,174,,SMS
60,175,,SMS
60,181,,SMS
60,183,,SMS
60,191,,SMS
60,192,,SMS
60,193,,SMS
60,195,,SMS
60,196,,SMS
60,201,,SMS
60,207,,SMS
60,214,,SMS
60,215,,SMS
60,217,,SMS
60,224,,SMS
60,225,,SMS
60,226,,SMS
60,233,,SMS
60,236,,SMS
20,5,,RB/FB
20,8,,RB/FB
20,9,,RB/FB
20,12,,RB/FB
20,13,,RB/FB
20,15,,RB/FB
20,16,,RB/FB
20,17,,RB/FB
20,18,,RB/FB
20,19,,RB/FB
20,21,,RB/FB
20,22,,RB/FB
20,23,,RB/FB
20,27,,RB/FB
20,30,,RB/FB
20,32,,RB/FB
20,33,,RB/FB
20,35,,RB/FB
20,43,,RB/FB
20,49,,RB/FB
20,50,,RB/FB
20,51,,RB/FB
20,52,,RB/FB
20,53,,RB/FB
20,54,,RB/FB
20,55,,RB/FB
20,56,,RB/FB
20,57,,RB/FB
20,58,,RB/FB
20,59,,RB/FB
20,61,,RB/FB
20,62,,RB/FB
20,68,,RB/FB
20,69,,RB/FB
20,71,,RB/FB
20,73,,RB/FB
20,84,,RB/FB
20,107,,RB/FB
20,108,,RB/FB
20,113,,RB/FB
20,114,,RB/FB
20,115,,RB/FB
20,116,,RB/FB
20,117,,RB/FB
20,132,,RB/FB
20,136,,RB/FB
20,138,,RB/FB
20,144,,RB/FB
20,145,,RB/FB
20,149,,RB/FB
20,153,,RB/FB
20,157,,RB/FB
20,158,,RB/FB
20,167,,RB/FB
20,168,,RB/FB
20,172,,RB/FB
20,183,,RB/FB
20,188,,RB/FB
20,193,,RB/FB
20,195,,RB/FB
20,196,,RB/FB
20,197,,RB/FB
20,206,,RB/FB
20,213,,RB/FB
20,215,,RB/FB
20,221,,RB/FB
20,222,,RB/FB
20,223,,RB/FB
20,228,,RB/FB
20,236,,RB/FB
72,5,,SMS
72,6,,SMS
72,8,,SMS
